,,"Name (click to view profile)","Profile ID",Date,Likes,"Live video timestamp",Comment,"Image URLs","Author Avatar","Comment Edited","Comment URL"
59,,"Angie Esther Alava",pfbid02t4oZsjLZ9Q2ebipKZKcnNsxB6poBw2mMNKLGRSHCfcF4yKrsxBTGhP3msn1v7NDBl,"2024-10-25 13:37:04",1,-,"Tantos gobiernos ineptos, que se dedican a rascarse el ombligo, a perseguir personajes que ya ni viven aquí, deben centrarse en lo primordial que es el país, nosotros el pueblo es que pagamos las consecuencias con sus ineptitudes, cada vez un presidente es peor al anterior, nos hunden más en la miseria y malestar, nadie tiene la facultad de poder saber sobre las inclemencias de la naturaleza, Pero se pueden crear, estar un paso adelante y tener planes estratégicos ante estas situaciones, cuándo será que se siente en ese banquillo presidencial alguien que verdaderamente ame a su pais y su gente para que nos saque de todo este caos!",,https://scontent-sof1-1.xx.fbcdn.net/v/t39.30808-1/314704652_5566758853415652_8441279849100793200_n.jpg?stp=cp0_dst-jpg_s64x64&_nc_cat=102&ccb=1-7&_nc_sid=0ecb9b&_nc_ohc=V33SWaPBrOYQ7kNvgGh4-EF&_nc_zt=24&_nc_ht=scontent-sof1-1.xx&_nc_gid=AWYzL2p1t1qz-UX0AKGDcgx&oh=00_AYCN7rs43An6bO8BOElkA9hOBeFsyIhZD98coBpy4J497Q&oe=6742D948,,https://www.exportcomments.com/done/8e17d52a-7c28-443b-97dc-72c812831ee0/preview/1598634777392583
60,,"Mary Keily Kaela",pfbid02aUtaRnEDG6Yn639T6U7HGTGngbe3UbLWYTHiyyckdojX4C8BxXcaj6haaRQXUDnVl,"2024-10-25 13:37:32",61,-,"Hasta cuándo no entenderán que el peligro somos nosotros estás son las consecuencias de un cambio climático a nivel de  todo el continente Americano, estás son las consecuencias de la deforestación, la contaminación de rios mares, el alto uso de plástico, la alta demanda de aparatos electrónicos, hay solo en una cocina, la parrilla eléctrica, encendedor eléctrico, mas 4 focos en una cocina, el horno eléctrico, mas de 2 tv en una casa, aires acondicionado etc saquen la cuenta por casas, la demanda es mas, que antes, pero eso es lo que no entendemos este es un trabajo de todos, no solo de un gobierno, gane quien gane la lluvia no va a llegar y llenar las hidroeléctricas...",,https://scontent.fkul8-3.fna.fbcdn.net/v/t39.30808-1/461509950_8528068063906218_8950492012599176955_n.jpg?stp=cp0_dst-jpg_p64x64&_nc_cat=104&ccb=1-7&_nc_sid=0ecb9b&_nc_ohc=K_Aj04qFd1wQ7kNvgHSHZXH&_nc_zt=24&_nc_ht=scontent.fkul8-3.fna&_nc_gid=ARFns1EcbLXvwEIBmCXsGG2&oh=00_AYCIUNX5WnsKAlI9XZPjOC4P6iGymFGAB-AV6cRPAtSZGA&oe=6742B086,,https://www.exportcomments.com/done/8e17d52a-7c28-443b-97dc-72c812831ee0/preview/518261514358981
61,,"Belen Ayala",pfbid02BLhTCEB9SQJcJgyZeCgZZNbVBokraQWwTtKyfRqpR3M925zcoPB9ssnLyCWaLjCyl,"2024-10-25 13:54:16",0,-,"A que hora viene la luz en Quevedo? 😵‍💫",,https://scontent-sof1-1.xx.fbcdn.net/v/t39.30808-1/434055795_2729239157224576_2647740530969237042_n.jpg?stp=cp0_dst-jpg_s64x64&_nc_cat=106&ccb=1-7&_nc_sid=0ecb9b&_nc_ohc=AyBeHhynaskQ7kNvgHUCALJ&_nc_zt=24&_nc_ht=scontent-sof1-1.xx&_nc_gid=AWYzL2p1t1qz-UX0AKGDcgx&oh=00_AYBCTElE4fTK8PG5jLur-P0J6yWfW4_QHY8D4NwsucD5uA&oe=6742C27A,,https://www.exportcomments.com/done/8e17d52a-7c28-443b-97dc-72c812831ee0/preview/1092563362447587
62,,"Carmen Yomayra Alava Parraga",pfbid02XdYcrwZRiAKX5aGVPFQqotPnnBeAiaH8awE6GDGNyxM1e7W5Ew6LRPKucXwFj5PXl,"2024-10-25 14:39:26",2,-,"Sr presidente use su 🧠 y haga algo para poder solucionar l problema de la luz ponga a trabajar a la tracalada d buenos para nada no solo l agua da energía hay otras opciones x ejemplo la energía eólica pero haga algooooooooo ya basta d vernos la cara y d dejarnos sin luz q es un servicio ""público "" q todos tenemos derecho 🤬🤬🤬🤬🤬🤬busq opciones manera y no espere sentado a q llueva",,https://scontent-sof1-2.xx.fbcdn.net/v/t39.30808-1/459130215_26644624795185353_1083418069057821700_n.jpg?stp=cp0_dst-jpg_s64x64&_nc_cat=107&ccb=1-7&_nc_sid=0ecb9b&_nc_ohc=qeiU8UZIJyoQ7kNvgEoMrRD&_nc_zt=24&_nc_ht=scontent-sof1-2.xx&_nc_gid=AWYzL2p1t1qz-UX0AKGDcgx&oh=00_AYCyXUWForr9B0ZcmBEz5i5Nf-RL1iapTmmurnKq9cMZYg&oe=6742ABDC,,https://www.exportcomments.com/done/8e17d52a-7c28-443b-97dc-72c812831ee0/preview/1744660626071695
63,,"Cinthia Vanessa Figueroa",pfbid032Us3dTFN2WuTkkgSMeHRwM5oF1WUqLmrJgx8Hr2mDMaLrivrscQRbphf1cvvEPvTl,"2024-10-25 14:43:31",2,-,"Hoy con nuevo horario de 14 horas sin el servicio de energía eléctrica, si van hacer los cortes deberían ser solo en la noche, en mi sector nos quedamos sin energía y por ende sin agua, las bombas. No quieren prender la energía está muy deficiente y por ratos hay baja de voltaje , los electrodomésticos se están dañando, quien nos reembolsa eso, aparte las planillas siguen saliendo caras pese a que casi no se tiene energía.",,https://scontent-sof1-1.xx.fbcdn.net/v/t39.30808-1/329394475_522901440001110_6000347709027897959_n.jpg?stp=cp0_dst-jpg_s64x64&_nc_cat=101&ccb=1-7&_nc_sid=0ecb9b&_nc_ohc=ASKdHHjupGwQ7kNvgGtQQx7&_nc_zt=24&_nc_ht=scontent-sof1-1.xx&_nc_gid=AWYzL2p1t1qz-UX0AKGDcgx&oh=00_AYCheypzuog11lzJYNxT0mtBFBKuQyBAgtnVNq5c6KKnSA&oe=6742C960,,https://www.exportcomments.com/done/8e17d52a-7c28-443b-97dc-72c812831ee0/preview/2013194109120881
64,,"Melly Miley",100005331460847,"2024-10-25 14:46:24",4,-,"Pueden ser algo coherente con los cortes 😒para que yo quiero luz en la madrugada si el sector de San Pablo es turístico , se aproxima un feriado , ustedes no ven como van a perjudicar los sectores turísticos tengan algo más de coherencia al momento de hacer sus horarios de corte 🙂🙂🙂",,https://scontent.fkul8-5.fna.fbcdn.net/v/t39.30808-1/258768672_1922754244578939_4138065676126395926_n.jpg?stp=cp0_dst-jpg_s64x64&_nc_cat=111&ccb=1-7&_nc_sid=50d2ac&_nc_ohc=8c3865YVC3sQ7kNvgGmxHu4&_nc_zt=24&_nc_ht=scontent.fkul8-5.fna&_nc_gid=ARFns1EcbLXvwEIBmCXsGG2&oh=00_AYCWJOgR6s4MNNw8_IohueMF1i-lcNvflEwuGySpNCVItw&oe=6742D8F5,,https://www.exportcomments.com/done/8e17d52a-7c28-443b-97dc-72c812831ee0/preview/538727475571565
65,,"Alejandra Suares",pfbid02MjyVomLBkVb1BHNChsajE1ypRJrKwFNcSCSYh51pHHEk3QHPmjnGU6Yow95QpYEgl,"2024-10-25 15:26:58",1,-,"La lluvia es escasa en América del sur, que los embalses no llenan su límite, la sequía continúa con un sol radiante en toda la zona  andina, cómo ya dije la esquina no desaparece de un día para otro pese a qué llueva, la falta de humedad agrava la sequia y las nubes no se forman para generar lluvias en los embalses, según estudios la sequía dura de 3 a 8 años por deterioro de la capa de ozono que no deja que la humedad se forme.Se recomienda ahorrar agua y luz par los años siguientes ya que los bombardeos continúan en medio oriente que están abriendo agujeros en la capa de ozono, en la zona andina está haciendo mucho calor quedando la vegetación seca con el riego de incendios forestales.Temperatura, sequía y baja humedad en América del sur",,https://scontent-sof1-2.xx.fbcdn.net/v/t39.30808-1/466739284_2559864114208658_4978848322274457341_n.jpg?stp=c0.19.581.581a_cp0_dst-jpg_s64x64&_nc_cat=109&ccb=1-7&_nc_sid=0ecb9b&_nc_ohc=qYiQNVwd6BIQ7kNvgGzTxZz&_nc_zt=24&_nc_ht=scontent-sof1-2.xx&_nc_gid=AWYzL2p1t1qz-UX0AKGDcgx&oh=00_AYAipAqLcFQ9x0JFMoLp_9R1LH5YN-puyZnPYPpImNKsww&oe=6742D435,,https://www.exportcomments.com/done/8e17d52a-7c28-443b-97dc-72c812831ee0/preview/904211928296086
66,,"Mayra Olmedo",pfbid07EwzJF1wowhJa2Gyzq2Li4njyZ8bHZhq1toYBvcRxBhNZotMrWXxtE9SMXjotpABl,"2024-10-25 16:08:13",2,-,"Cómo creen que van a hacer eso se supone que ya habían dado horario para estás 3 semanas ahora xq les dió la gana los cambiaron está horrible ese horario de vdd está horribles como es posible de del horario pasado que teniamos desde 12 de la madrugada hasta las 4 de la mañana  y de 4 pm hasta las 8pm  estaba pasable ahora  que desde las 4 se la madrugada a. 9 y de 3 pm hasta las 10 de la noche está horrible mejor dejemos con el horario de está semana como van a creer es zona industrial acá en duran está horrible sabe que hay lugares que trabajan de lunes a lunes y me vienen con eso CNEL EP",,https://scontent-sof1-1.xx.fbcdn.net/v/t1.6435-1/48428164_652137148522059_5784362800637804544_n.jpg?stp=c66.0.368.368a_cp0_dst-jpg_s64x64&_nc_cat=106&ccb=1-7&_nc_sid=0ecb9b&_nc_ohc=5HVf0LjwGncQ7kNvgFjstj7&_nc_zt=24&_nc_ht=scontent-sof1-1.xx&_nc_gid=AWYzL2p1t1qz-UX0AKGDcgx&oh=00_AYC4cnyP4Fi_Zl-lBDfGxWt-KZ9WrwLZ-aRG6VuTEcKCGA&oe=67647237,,https://www.exportcomments.com/done/8e17d52a-7c28-443b-97dc-72c812831ee0/preview/853141103657309
67,,"Ktita Garcia",pfbid07PU4A3tNDkrG1iD4qHa2iMQWuhWHjmLHBbFHSkYbPd7WukLei94hQtLpHcNoZyRjl,"2024-10-25 16:12:37",5,-,"de 24 horas solo voy a tener 3 horas de luz en la mñn 3 en la tarde y 3 en la madrugada 🤬🤬🤬 en fin de semana es donde menos se debe d ir por tema de los QD",,https://scontent.fkul8-2.fna.fbcdn.net/v/t39.30808-1/453820688_7988516647897441_2493272941059321964_n.jpg?stp=cp0_dst-jpg_p64x64&_nc_cat=110&ccb=1-7&_nc_sid=0ecb9b&_nc_ohc=NeWaUXdlZggQ7kNvgEDA3PB&_nc_zt=24&_nc_ht=scontent.fkul8-2.fna&_nc_gid=ARFns1EcbLXvwEIBmCXsGG2&oh=00_AYDfwTupNBVt53qWKYTpkg5v5CdhJgnoQ17bTDNta2QkSg&oe=6742C4C1,,https://www.exportcomments.com/done/8e17d52a-7c28-443b-97dc-72c812831ee0/preview/962509458971454
68,,"Arol Lozano Zúñiga",100001222768094,"2024-10-25 17:23:10",9,-,"Ese corte esta fatal xq no cortan de madrugada y de noche el resto del día podían dejar trabajar",,https://scontent.fkul8-2.fna.fbcdn.net/v/t39.30808-1/352756043_6978558548861501_6995825589727614934_n.jpg?stp=cp0_dst-jpg_s64x64&_nc_cat=110&ccb=1-7&_nc_sid=50d2ac&_nc_ohc=fbFvox-dlzEQ7kNvgE0F80D&_nc_zt=24&_nc_ht=scontent.fkul8-2.fna&_nc_gid=ARFns1EcbLXvwEIBmCXsGG2&oh=00_AYDR3VkptiQDCQp9ICvrxrXq6fRL9HEcXGgeUlKbEhWLiA&oe=6742AFF6,,https://www.exportcomments.com/done/8e17d52a-7c28-443b-97dc-72c812831ee0/preview/566306309386452
69,,"Melanni Palta",pfbid0GbwZbuZPfJkKsXEPG5UYEfX1egM6fUEyXm5W6axRAxChx81CEhdDqpW8WB7ErAYgl,"2024-10-25 17:32:45",0,-,"No tiene sentido los horarios del PDF con los del link, son totalmente diferentes",,https://scontent-sof1-2.xx.fbcdn.net/v/t39.30808-1/462212838_8364393820276060_3863379929948038111_n.jpg?stp=cp0_dst-jpg_s64x64&_nc_cat=107&ccb=1-7&_nc_sid=0ecb9b&_nc_ohc=9Ku-naBYT9gQ7kNvgEXLCcl&_nc_zt=24&_nc_ht=scontent-sof1-2.xx&_nc_gid=AWYzL2p1t1qz-UX0AKGDcgx&oh=00_AYAydqBs1fR5UcxY-uTZ4wtItRI1jVVPnTIpZzmcu2TUqA&oe=6742CA17,,https://www.exportcomments.com/done/8e17d52a-7c28-443b-97dc-72c812831ee0/preview/1185311619233049
70,,"Brigeth Abby BL",pfbid0YtAwLAzpLw6qLp9NXqYRjWbNnTcuPtzwGUUWisskiJPCFBpyqLYWcq5pwkY1wuVQl,"2024-10-25 17:37:02",1,-,"Estás bolas de idiotas vamos a ver si esos que ponen esos horarios o el presidente van estar sin luz como nosotros los pobres 😡 desgraciados infelices",,https://scontent-sof1-1.xx.fbcdn.net/v/t39.30808-1/430495086_122186242016009433_4288221120011406168_n.jpg?stp=cp6_dst-jpg_s64x64&_nc_cat=101&ccb=1-7&_nc_sid=0ecb9b&_nc_ohc=I5ocOhC5r2sQ7kNvgGEoO-D&_nc_zt=24&_nc_ht=scontent-sof1-1.xx&_nc_gid=AWYzL2p1t1qz-UX0AKGDcgx&oh=00_AYA3rPbymJWYt-8qLcMsdcQn9d6cC60sfWUzqDDYicE-Ow&oe=6742BB1A,,https://www.exportcomments.com/done/8e17d52a-7c28-443b-97dc-72c812831ee0/preview/909240661125128
71,,"Alexander Oz",100001723266492,"2024-10-25 19:56:24",0,-,"No se quienes hacen el cromograma de cortes, porque no esta  considerando los sectores productores, de la salud y demás entidades prioritarias y no cortar el servicio por cortar perjudicando al pueblo...Que falta de profesionalismo",,https://scontent.fkul8-3.fna.fbcdn.net/v/t39.30808-1/269862093_4946007018800025_7935983478190437390_n.jpg?stp=cp0_dst-jpg_s64x64&_nc_cat=1&ccb=1-7&_nc_sid=50d2ac&_nc_ohc=OP0NsHEx9PkQ7kNvgG7-3wn&_nc_zt=24&_nc_ht=scontent.fkul8-3.fna&_nc_gid=ARFns1EcbLXvwEIBmCXsGG2&oh=00_AYDsZgDzudcv8kdTxz7AHF5RgraaYG29q_zWYoJITHByAA&oe=6742B414,,https://www.exportcomments.com/done/8e17d52a-7c28-443b-97dc-72c812831ee0/preview/1280395879800387
72,,"Elsa Pilataxi",100004960680367,"2024-10-25 20:43:06",0,-,"Cual mismo  será el horario.  Porque aquí se supone que se debe ir a las 5 y se fue a las 3. No entiendo",,https://scontent-sof1-2.xx.fbcdn.net/v/t39.30808-1/433134481_2644064655768865_8849465141558360941_n.jpg?stp=c0.276.1080.1080a_cp0_dst-jpg_s64x64&_nc_cat=111&ccb=1-7&_nc_sid=50d2ac&_nc_ohc=xMxzxuJsIpsQ7kNvgEga9mG&_nc_zt=24&_nc_ht=scontent-sof1-2.xx&_nc_gid=AWYzL2p1t1qz-UX0AKGDcgx&oh=00_AYCgxvojArHOdfZXSQWq24J0S1mwy81gy1Tn6Hzng1z0tA&oe=6742C849,,https://www.exportcomments.com/done/8e17d52a-7c28-443b-97dc-72c812831ee0/preview/1067103631456490
73,,"Fabiola Dreher",pfbid023D25RfqRyKeV8BPjrxEZAaM7z8kvFjo9mQMBgbKEBWHEwWoPAhg8vBkG8ywkK8A3l,"2024-10-26 02:13:20",0,-,"¿Por que mienten? Nada que se fue la luz como dice ese cronograma",,https://scontent-sof1-1.xx.fbcdn.net/v/t39.30808-1/461699704_10233042397337478_8032993508447115480_n.jpg?stp=cp0_dst-jpg_p64x64&_nc_cat=104&ccb=1-7&_nc_sid=0ecb9b&_nc_ohc=z90GvoawI90Q7kNvgEgXrXe&_nc_zt=24&_nc_ht=scontent-sof1-1.xx&_nc_gid=AWYzL2p1t1qz-UX0AKGDcgx&oh=00_AYCFznf3AGCj3wB922rbtLcS_zp34t5N10Dp8QJcWV4hlg&oe=6742B4D4,,https://www.exportcomments.com/done/8e17d52a-7c28-443b-97dc-72c812831ee0/preview/1060148825488146
74,,"Urgiles NP",pfbid02eNJMyKe9FnviY9ejmPP5YYwQmSP55d2aeftTTKkTyF8Re6E4tghA7BRtqtfF5x8Pl,"2024-10-26 11:32:18",0,-,"No se cumplen ni con los horarios de cortes",,https://scontent-sof1-1.xx.fbcdn.net/v/t39.30808-1/406418773_3214579728843343_1913354626841984941_n.jpg?stp=cp0_dst-jpg_s64x64&_nc_cat=102&ccb=1-7&_nc_sid=0ecb9b&_nc_ohc=5OWRytzsQ6UQ7kNvgFxeHiG&_nc_zt=24&_nc_ht=scontent-sof1-1.xx&_nc_gid=AWYzL2p1t1qz-UX0AKGDcgx&oh=00_AYDcJmxol1yKI3kP6w2k6GPPdcIXr9bXNRKdXaX8JfkVZg&oe=6742DEAC,,https://www.exportcomments.com/done/8e17d52a-7c28-443b-97dc-72c812831ee0/preview/1079797310391511
75,,"Alexa Sweet Bites",100063589831864,"2024-10-26 11:42:38",0,-,"RESPETEN AL MENOS LOS HORARIOS DD CORTES, LOS USUARIOS NOS PROGRAMAMOA DE ACUERDO A LOS CORTES, PERO ALGÚN CRETINO, MODIFICA LOS CORTES Y SE LLAMA A CNEL Y NO SABEN NADA. BELLAVISTA ALTA  GUAYAQUIL",,https://scontent-sof1-2.xx.fbcdn.net/v/t39.30808-1/241100328_243092581153735_1696865340060371811_n.jpg?stp=cp0_dst-jpg_s64x64&_nc_cat=103&ccb=1-7&_nc_sid=f4b9fd&_nc_ohc=S_B0Jo-0tIgQ7kNvgFSG3m2&_nc_zt=24&_nc_ht=scontent-sof1-2.xx&_nc_gid=AWYzL2p1t1qz-UX0AKGDcgx&oh=00_AYBk7fceXPSAapU-zyj8eCmojvKLbJms-IxmBEcNauN_rQ&oe=6742DBC7,,https://www.exportcomments.com/done/8e17d52a-7c28-443b-97dc-72c812831ee0/preview/485662361189040
76,,"Sol MA",pfbid05knKGLXmKthvLAtWymaYKYu4FPdRbgvPzTuL9dwm4pBRGbfs2qYzDVWsbAMBBgFwl,"2024-10-26 12:47:28",0,-,"El horario de hoy ?",,https://scontent-sof1-2.xx.fbcdn.net/v/t39.30808-1/465000599_3763825500537378_8773555935384960558_n.jpg?stp=cp0_dst-jpg_s64x64&_nc_cat=111&ccb=1-7&_nc_sid=0ecb9b&_nc_ohc=c1Dv8nuhVdIQ7kNvgGvD0e1&_nc_zt=24&_nc_ht=scontent-sof1-2.xx&_nc_gid=AWYzL2p1t1qz-UX0AKGDcgx&oh=00_AYCLllEJOCZ-uGFHlSkDcJ5xHQJwTsxoOUM__n5E1ZbA3w&oe=6742AB1A,,https://www.exportcomments.com/done/8e17d52a-7c28-443b-97dc-72c812831ee0/preview/893845932708036
77,,"Liss Luna",pfbid0VLCfMwZsSWNcvwTQP36iQt7wMSB33goTZK9vFEzMxRW48QqexNhWmpJ6tVzxwVqyl,"2024-10-26 15:25:33",1,-,"Porque hay ciertos sectores que nunca se les va la luz ??? Es muy injusto esto ,debería de ser equitativo",,https://scontent-sof1-1.xx.fbcdn.net/v/t39.30808-1/376280583_5860637547372866_8165794644539015152_n.jpg?stp=cp0_dst-jpg_s64x64&_nc_cat=102&ccb=1-7&_nc_sid=0ecb9b&_nc_ohc=nz3I78JtpjkQ7kNvgGk870Z&_nc_zt=24&_nc_ht=scontent-sof1-1.xx&_nc_gid=AWYzL2p1t1qz-UX0AKGDcgx&oh=00_AYDCinAXuGPzthcvZej35m81KiqB1okzWqeseZNBi7eoPw&oe=6742AB7E,,https://www.exportcomments.com/done/8e17d52a-7c28-443b-97dc-72c812831ee0/preview/1838125053659608
78,,"Elisa Elisa",pfbid026Ba7h7xSde2T7VLUWUJgSyGfJNaeqEMSGpybxPfDqfbhNP1tbMnru6twvW6Ma8Z6l,"2024-10-26 15:51:55",2,-,"Para que ponen un horario, si van a cortar el servicio a la hora que les de la gana! 😡🤬🤬",,https://scontent-sof1-2.xx.fbcdn.net/v/t39.30808-1/376236326_7212071575479265_3103215426584014610_n.jpg?stp=cp0_dst-jpg_p64x64&_nc_cat=108&ccb=1-7&_nc_sid=0ecb9b&_nc_ohc=ajbXQCLWtFAQ7kNvgGoanVi&_nc_zt=24&_nc_ht=scontent-sof1-2.xx&_nc_gid=AWYzL2p1t1qz-UX0AKGDcgx&oh=00_AYA9-qKMx8-IG-4RhbmyV4vElERVZvjrn0EXtLSVHDOPsw&oe=6742B516,,https://www.exportcomments.com/done/8e17d52a-7c28-443b-97dc-72c812831ee0/preview/1267348584388307
79,,"Ericka Elenita Roman",pfbid0HDYWPybvJzykNcZK61WcfYotnKeGqonfZpotnMyEp6pK6pZhTGAYAxniNnu7WBfxl,"2024-10-26 17:42:13",3,-,"Para que establecen  horarios que no se van a cumplir",,https://scontent-sof1-2.xx.fbcdn.net/v/t39.30808-1/464444439_3636590939929623_8281622266149215002_n.jpg?stp=cp0_dst-jpg_s64x64&_nc_cat=107&ccb=1-7&_nc_sid=0ecb9b&_nc_ohc=WZRF3i5f2UQQ7kNvgG1ziFO&_nc_zt=24&_nc_ht=scontent-sof1-2.xx&_nc_gid=AWYzL2p1t1qz-UX0AKGDcgx&oh=00_AYD2CQEelRBuVag-aFYcjBqU5n2jDiooERdj9jI60Ir42Q&oe=6742CDD1,,https://www.exportcomments.com/done/8e17d52a-7c28-443b-97dc-72c812831ee0/preview/1058270962618555
80,,"Michelle Stefannia Muñiz Rivera",pfbid02yvEDdd46Wv32PhEGFCxucRWfub6BaSY8zhVMkyeUnFWsaLEGuAhMKNNYxw5yr1Qtl,"2024-10-26 17:57:58",3,-,"Por que no se están cumpliendo los horarios según este cronograma ?",,https://scontent-sof1-1.xx.fbcdn.net/v/t39.30808-1/351190318_2197995337257154_5842340560829048122_n.jpg?stp=cp0_dst-jpg_s64x64&_nc_cat=105&ccb=1-7&_nc_sid=0ecb9b&_nc_ohc=mDQAKjoRywsQ7kNvgGvs7Ok&_nc_zt=24&_nc_ht=scontent-sof1-1.xx&_nc_gid=AWYzL2p1t1qz-UX0AKGDcgx&oh=00_AYD-JTwKHqKSDlsQi_9WnrdsEKL5turPUxstjtmO3LncKg&oe=6742BF55,,https://www.exportcomments.com/done/8e17d52a-7c28-443b-97dc-72c812831ee0/preview/466178885889345
81,,"Adan Suarez",pfbid02NRj7iJR3qWdYfPBRVUweoUGk5jecBgTzkT49JUj7d8fdFEvqSG2GGd9mkuvQY9JRl,"2024-10-26 18:10:29",0,-,"Una vergüenza todos ustedes, empezando desde este gobierno que nos pisotea todos los días como cualquier animal. No tienen palabra ni siquiera para cumplir con los horarios. Guayaquil, sector Cisne 2, el servicio tenía que restablecerse a las 15:00 pm y de la nada lo cambian arbitrariamente.... les da igual lo que sucede con el pueblo, haber si se responsabilizan por todos los aparatos eléctricos averiados, haber si cumplen con los cronogramos establecidos sinvergüenzas irresponsables.",,https://scontent-sof1-2.xx.fbcdn.net/v/t1.6435-1/72969796_2379311558860888_3392620127676530688_n.jpg?stp=cp0_dst-jpg_s64x64&_nc_cat=109&ccb=1-7&_nc_sid=0ecb9b&_nc_ohc=I00pCIibm0UQ7kNvgEj1U_T&_nc_zt=24&_nc_ht=scontent-sof1-2.xx&_nc_gid=AWYzL2p1t1qz-UX0AKGDcgx&oh=00_AYD3iax3VGTeffEElkbtNu94ETorCWD44UZJ_LdJVYxMfw&oe=676476F6,,https://www.exportcomments.com/done/8e17d52a-7c28-443b-97dc-72c812831ee0/preview/1266236621471441
82,,"Estefany Soriano",pfbid035TR4TfjGrSBk5bj5dcaurStdZq5eBSfrs6GyN8xZf9XBmesYhfCAD8UMPLopvQf3l,"2024-10-26 18:17:07",5,-,"Cumplan con los horarios establecidos!!!!!!",,https://scontent.fkul8-1.fna.fbcdn.net/v/t39.30808-1/414917480_6997088177039802_6224617947354342077_n.jpg?stp=cp0_dst-jpg_s64x64&_nc_cat=101&ccb=1-7&_nc_sid=0ecb9b&_nc_ohc=htuOguznQKQQ7kNvgEzSknI&_nc_zt=24&_nc_ht=scontent.fkul8-1.fna&_nc_gid=ARFns1EcbLXvwEIBmCXsGG2&oh=00_AYAZA6Lxbm0w1mW-jF-rktEkJOW_btorf_P1HKhyNPZE6Q&oe=6742C7B3,,https://www.exportcomments.com/done/8e17d52a-7c28-443b-97dc-72c812831ee0/preview/544733145171169
83,,"Daniel Celi",pfbid0XgAhX2aBRPRpM4L1nHSJSLVRXU1GMUaTMzQkhyV8JJrPTSbZbwsiAhG4DNXvbCwbl,"2024-10-26 18:23:03",2,-,"Ni suelen cortar en el horario que establecen ahí , ni para eso sirven.",,https://scontent-sof1-1.xx.fbcdn.net/v/t39.30808-1/456115599_26359651207014475_3580505020191986329_n.jpg?stp=cp0_dst-jpg_s64x64&_nc_cat=105&ccb=1-7&_nc_sid=0ecb9b&_nc_ohc=uYV72znMKokQ7kNvgH-pbe3&_nc_zt=24&_nc_ht=scontent-sof1-1.xx&_nc_gid=AWYzL2p1t1qz-UX0AKGDcgx&oh=00_AYBzMye-vtmKbUcX3MKb3mM2Q9ux7J7Hmx1X_KztCGowpg&oe=6742ABB3,,https://www.exportcomments.com/done/8e17d52a-7c28-443b-97dc-72c812831ee0/preview/518135767877149
84,,"Michell N Zambrano",pfbid02WcuAJ7GTB4WyHhvByS27poTAWkPuBhwBNuJdS7pfHBfqVa48f9NzXkjHS1CfzuzUl,"2024-10-26 18:33:09",2,-,,https://scontent-sof1-2.xx.fbcdn.net/v/t39.30808-6/464702331_8192629480859818_6087476314249240333_n.jpg?stp=dst-jpg_p206x206&_nc_cat=108&ccb=1-7&_nc_sid=bd9a62&_nc_ohc=Je-74tVV3foQ7kNvgHLpa9Z&_nc_zt=23&_nc_ht=scontent-sof1-2.xx&_nc_gid=AWYzL2p1t1qz-UX0AKGDcgx&oh=00_AYDnmF-DWUa3SAXnV7lT-ScEC3PLXBK0PpVVlvnXOauihg&oe=6742DF0C,https://scontent-sof1-1.xx.fbcdn.net/v/t39.30808-1/385880773_6334233310032787_342383772694348507_n.jpg?stp=cp0_dst-jpg_s64x64&_nc_cat=106&ccb=1-7&_nc_sid=0ecb9b&_nc_ohc=dxTU2_P6aHMQ7kNvgFAUvoz&_nc_zt=24&_nc_ht=scontent-sof1-1.xx&_nc_gid=AWYzL2p1t1qz-UX0AKGDcgx&oh=00_AYBqdg0bT8LvNNEjrHZWsz-TMpIsuDcdCXeSxJDvM15LdQ&oe=6742BE1C,,https://www.exportcomments.com/done/8e17d52a-7c28-443b-97dc-72c812831ee0/preview/926584019356056
85,,"Jose Avellaneda",100001720626667,"2024-10-26 18:43:26",7,-,"No están siguiendo con el horario que publicaron ahora Nose que hora se va la luz ya que llego antes de lo previsto que mismo pues",,https://scontent.fkul8-2.fna.fbcdn.net/v/t39.30808-1/460168750_8378225292244742_3130997012152773140_n.jpg?stp=cp0_dst-jpg_s64x64&_nc_cat=108&ccb=1-7&_nc_sid=50d2ac&_nc_ohc=c69yRuhQsU4Q7kNvgEqiJLU&_nc_zt=24&_nc_ht=scontent.fkul8-2.fna&_nc_gid=ARFns1EcbLXvwEIBmCXsGG2&oh=00_AYD6jxyDqY9y17ZrT2XBz0gTSIgeZeBaiixXylo6ZHyDbA&oe=6742CCF8,,https://www.exportcomments.com/done/8e17d52a-7c28-443b-97dc-72c812831ee0/preview/7958800104220518
